,drug_a_name,drug_b_name,cell_line,synergy,fold
5231,ZOLINZA,MK-4827,ES2,-2.6815728065,1
5232,ZOLINZA,MK-8776,ES2,14.484591475,1
5233,ZOLINZA,ABT-888,ES2,7.8932669351,2
5234,ZOLINZA,GELDANAMYCIN,ES2,6.1913170449,2
5235,ZOLINZA,GEMCITABINE,ES2,10.5387353424,2
5236,ZOLINZA,LAPATINIB,ES2,9.4776245047,2
5237,ZOLINZA,PD325901,ES2,33.4654986572,2
5239,ZOLINZA,TOPOTECAN,ES2,8.4215116581,2
5240,ZOLINZA,DASATINIB,ES2,20.5478761083,3
5242,ZOLINZA,SUNITINIB,ES2,7.3116018135,3
5243,ZOLINZA,AZD1775,ES2,3.8195351776,4
5244,ZOLINZA,BORTEZOMIB,ES2,4.1832312012,4
5245,ZOLINZA,ERLOTINIB,ES2,21.6214821134,4
5246,ZOLINZA,MK-2206,ES2,11.2569282778,4
5247,5-FU,DINACICLIB,HCT116,2.9189014698,0
5248,5-FU,MK-8669,HCT116,2.5493305703,0
5249,5-FU,PD325901,HCT116,18.3212116826,0
5251,5-FU,AZD1775,HCT116,13.9612713843,1
5252,5-FU,BEZ-235,HCT116,2.7457843603,1
5253,5-FU,DASATINIB,HCT116,-7.8192717861,1
5254,5-FU,L778123,HCT116,11.7123653003,1
5255,5-FU,LAPATINIB,HCT116,9.6880383892,1
5256,5-FU,ABT-888,HCT116,9.4632808694,2
5257,5-FU,BORTEZOMIB,HCT116,-4.5192694496,2
5258,5-FU,MK-2206,HCT116,4.1234224097,2
5259,5-FU,MK-5108,HCT116,16.5701564393,2
5260,5-FU,SORAFENIB,HCT116,-1.9550253911,2
5261,5-FU,ZOLINZA,HCT116,-8.735905545,2
5262,5-FU,ERLOTINIB,HCT116,14.4529779349,3
5263,5-FU,MK-4827,HCT116,8.0324018449,3
5264,5-FU,SUNITINIB,HCT116,7.3327834929,3
5265,5-FU,GELDANAMYCIN,HCT116,2.9166634421,4
5266,5-FU,MK-8776,HCT116,14.95230706505,4
5267,ABT-888,SN-38,HCT116,23.4259149096,0
5268,ABT-888,MK-8669,HCT116,-5.4541171375,1
5269,ABT-888,SORAFENIB,HCT116,11.8330385321,1
5270,ABT-888,TOPOTECAN,HCT116,-5.778504579,1
5271,ABT-888,BEZ-235,HCT116,18.262930719,3
5272,ABT-888,GELDANAMYCIN,HCT116,22.9721630249,3
5273,ABT-888,DINACICLIB,HCT116,4.9726050839,4
5274,ABT-888,MK-8776,HCT116,3.6021401132,4
5276,AZD1775,DINACICLIB,HCT116,-3.4265435642,0
5277,AZD1775,MK-5108,HCT116,11.0015617068,0
5278,AZD1775,SN-38,HCT116,0.7303809156,0
5279,AZD1775,GELDANAMYCIN,HCT116,19.8308475115,1
5280,AZD1775,MK-4827,HCT116,8.08990716,1
5282,AZD1775,SORAFENIB,HCT116,7.7869019351,1
5283,AZD1775,ABT-888,HCT116,-3.4337944259,2
5284,AZD1775,BORTEZOMIB,HCT116,-3.0335244429,2
5285,AZD1775,ERLOTINIB,HCT116,-4.0587347241,3
5286,AZD1775,LAPATINIB,HCT116,11.7622692927,3
5287,AZD1775,TOPOTECAN,HCT116,3.9951033579,3
5288,AZD1775,DASATINIB,HCT116,28.477299870050004,3
5289,AZD1775,MK-8776,HCT116,48.5663978721,3
5290,AZD1775,MK-2206,HCT116,12.6973664228,4
5291,AZD1775,MK-8669,HCT116,9.068968113,4
5292,AZD1775,PD325901,HCT116,17.5259329417,4
5293,AZD1775,BEZ-235,HCT116,27.24417837285,4
5294,BEZ-235,DINACICLIB,HCT116,-7.527744625,0
5295,BEZ-235,SORAFENIB,HCT116,22.0283298414,1
5296,BEZ-235,MK-8776,HCT116,24.4814109826,2
5298,BEZ-235,SN-38,HCT116,17.8369431547,4
5299,BORTEZOMIB,DINACICLIB,HCT116,-23.2484859652,1
5300,BORTEZOMIB,MK-8669,HCT116,1.5923937068,1
5301,BORTEZOMIB,SORAFENIB,HCT116,-4.8966532565,1
5302,BORTEZOMIB,ABT-888,HCT116,7.320155847,2
5303,BORTEZOMIB,BEZ-235,HCT116,13.0176354293,2
5304,BORTEZOMIB,DASATINIB,HCT116,-9.2178912765,2
5306,BORTEZOMIB,SN-38,HCT116,0.2521683931,2
5307,BORTEZOMIB,MK-8776,HCT116,2.4904364119,3
5308,BORTEZOMIB,TOPOTECAN,HCT116,-2.1976185632,3
5309,BORTEZOMIB,GELDANAMYCIN,HCT116,-4.0081973123,4
5330,CYCLOPHOSPHAMIDE,ABT-888,HCT116,16.8008508589,0
5331,CYCLOPHOSPHAMIDE,AZD1775,HCT116,1.3740016797,0
5332,CYCLOPHOSPHAMIDE,BORTEZOMIB,HCT116,14.228553073,0
5333,CYCLOPHOSPHAMIDE,ERLOTINIB,HCT116,-3.7070227503,0
5334,CYCLOPHOSPHAMIDE,GELDANAMYCIN,HCT116,13.7660092076,0
5335,CYCLOPHOSPHAMIDE,PD325901,HCT116,4.8674528296,0
5336,CYCLOPHOSPHAMIDE,BEZ-235,HCT116,19.7180615616,1
5337,CYCLOPHOSPHAMIDE,DASATINIB,HCT116,-28.0015220616,1
5338,CYCLOPHOSPHAMIDE,DINACICLIB,HCT116,5.7531023831,1
5339,CYCLOPHOSPHAMIDE,SORAFENIB,HCT116,10.8663249191,1
5340,CYCLOPHOSPHAMIDE,MK-8669,HCT116,16.8428699654,2
5341,CYCLOPHOSPHAMIDE,SUNITINIB,HCT116,9.8485905958,2
5342,CYCLOPHOSPHAMIDE,L778123,HCT116,2.0344027535,3
5343,CYCLOPHOSPHAMIDE,MK-4827,HCT116,8.4106491439,3
5344,CYCLOPHOSPHAMIDE,MK-5108,HCT116,6.3509373613,3
5346,CYCLOPHOSPHAMIDE,ZOLINZA,HCT116,5.6654934166,3
5347,CYCLOPHOSPHAMIDE,LAPATINIB,HCT116,-2.0976167099,4
5348,CYCLOPHOSPHAMIDE,MK-2206,HCT116,10.4064745473,4
5349,CYCLOPHOSPHAMIDE,MK-8776,HCT116,1.8013248388,4
5350,DASATINIB,ABT-888,HCT116,-20.0758746635,0
5352,DASATINIB,TOPOTECAN,HCT116,6.4943141495,1
5353,DASATINIB,MK-8776,HCT116,20.6291268879,1
5354,DASATINIB,DINACICLIB,HCT116,-0.3109849957,2
5355,DASATINIB,SORAFENIB,HCT116,29.6769097639,3
5356,DASATINIB,BEZ-235,HCT116,56.5341894665,4
5357,DASATINIB,GELDANAMYCIN,HCT116,32.1228093645,4
5358,DASATINIB,MK-8669,HCT116,-18.7063547813,4
5359,DASATINIB,SN-38,HCT116,0.4233868813,4
5360,DEXAMETHASONE,MK-5108,HCT116,-0.2556410147,0
5362,DEXAMETHASONE,GELDANAMYCIN,HCT116,3.6858374822,1
5363,DEXAMETHASONE,MK-8669,HCT116,5.8596270102,1
5364,DEXAMETHASONE,ABT-888,HCT116,1.9518344944,2
5365,DEXAMETHASONE,BEZ-235,HCT116,13.3637002668,2
5366,DEXAMETHASONE,MK-4827,HCT116,2.2645464469,2
5367,DEXAMETHASONE,BORTEZOMIB,HCT116,9.5265251278,3
5368,DEXAMETHASONE,DINACICLIB,HCT116,-2.540221847,3
5369,DEXAMETHASONE,L778123,HCT116,-2.1283200978,3
5370,DEXAMETHASONE,ZOLINZA,HCT116,3.3455279745,3
5371,DEXAMETHASONE,AZD1775,HCT116,1.7823554672,4
5372,DEXAMETHASONE,DASATINIB,HCT116,-46.1942411274,4
5373,DEXAMETHASONE,ERLOTINIB,HCT116,-4.7460290214,4
5374,DEXAMETHASONE,LAPATINIB,HCT116,-1.5980417639,4
5375,DEXAMETHASONE,MK-2206,HCT116,14.9708677578,4
5376,DEXAMETHASONE,MK-8776,HCT116,-0.2291018387,4
5377,DEXAMETHASONE,PD325901,HCT116,-1.3259765022,4
5378,DEXAMETHASONE,SORAFENIB,HCT116,6.525992777,4
5379,DEXAMETHASONE,SUNITINIB,HCT116,7.7228115635,4
5380,DINACICLIB,MK-8776,HCT116,6.8928935346,1
5381,DOXORUBICIN,DINACICLIB,HCT116,-1.843361405,0
5382,DOXORUBICIN,GELDANAMYCIN,HCT116,-3.9962972436,0
5383,DOXORUBICIN,L778123,HCT116,-7.1205905865,0
5384,DOXORUBICIN,LAPATINIB,HCT116,15.6821391048,0
5385,DOXORUBICIN,ZOLINZA,HCT116,-5.2901855003,0
5386,DOXORUBICIN,ERLOTINIB,HCT116,15.8137116684,1
5387,DOXORUBICIN,MK-2206,HCT116,9.1022873851,1
5388,DOXORUBICIN,PD325901,HCT116,7.2327796329,1
5389,DOXORUBICIN,SORAFENIB,HCT116,-12.9384628835,1
5390,DOXORUBICIN,ABT-888,HCT116,5.9680138278,2
5392,DOXORUBICIN,AZD1775,HCT116,3.4333995788,3
5393,DOXORUBICIN,MK-4827,HCT116,-12.83102695,3
5394,DOXORUBICIN,MK-5108,HCT116,0.8965548311,3
5395,DOXORUBICIN,MK-8669,HCT116,-2.782156497,3
5396,DOXORUBICIN,BEZ-235,HCT116,8.4090712723,4
5397,DOXORUBICIN,BORTEZOMIB,HCT116,-5.6626374674,4
5398,DOXORUBICIN,DASATINIB,HCT116,19.449184797,4
5399,DOXORUBICIN,MK-8776,HCT116,6.7058427593,4
5400,DOXORUBICIN,SUNITINIB,HCT116,-8.3288867606,4
5401,ERLOTINIB,BEZ-235,HCT116,40.7402386539,0
5402,ERLOTINIB,BORTEZOMIB,HCT116,2.243477444,0
5403,ERLOTINIB,DINACICLIB,HCT116,7.8545943814,0
5405,ERLOTINIB,SORAFENIB,HCT116,11.5706464436,1
5406,ERLOTINIB,MK-8776,HCT116,24.7554418045,2
5407,ERLOTINIB,PD325901,HCT116,6.9939923612,2
5408,ERLOTINIB,SN-38,HCT116,35.5287120123,2
5409,ERLOTINIB,DASATINIB,HCT116,-2.8426238374,3
5410,ERLOTINIB,TOPOTECAN,HCT116,32.0849612081,3
5411,ERLOTINIB,ABT-888,HCT116,-3.424746588,4
5412,ERLOTINIB,GELDANAMYCIN,HCT116,41.6249575358,4
5413,ERLOTINIB,MK-8669,HCT116,18.101652681,4
5414,ETOPOSIDE,GELDANAMYCIN,HCT116,-0.588757773,0
5415,ETOPOSIDE,MK-8669,HCT116,8.3995915346,0
5416,ETOPOSIDE,BORTEZOMIB,HCT116,-8.868555969,1
5417,ETOPOSIDE,DINACICLIB,HCT116,-12.9666191752,1
5418,ETOPOSIDE,SORAFENIB,HCT116,-0.5385658177,1
5420,ETOPOSIDE,BEZ-235,HCT116,11.0164147017,2
5421,ETOPOSIDE,ERLOTINIB,HCT116,35.1756302953,2
5422,ETOPOSIDE,MK-2206,HCT116,41.4782165867,2
5423,ETOPOSIDE,MK-4827,HCT116,14.4686563542,2
5424,ETOPOSIDE,MK-8776,HCT116,1.8414550347,2
5425,ETOPOSIDE,ZOLINZA,HCT116,-17.3737922272,2
5426,ETOPOSIDE,ABT-888,HCT116,4.3880671317,3
5427,ETOPOSIDE,AZD1775,HCT116,10.597266757,3
5428,ETOPOSIDE,SUNITINIB,HCT116,0.2669796966,3
5429,ETOPOSIDE,DASATINIB,HCT116,4.5195768355,4
5430,ETOPOSIDE,LAPATINIB,HCT116,27.6384261448,4
5431,ETOPOSIDE,MK-5108,HCT116,10.7402458744,4
5432,ETOPOSIDE,PD325901,HCT116,10.0860349574,4
5433,GELDANAMYCIN,SN-38,HCT116,13.6961665073,1
5434,GELDANAMYCIN,BEZ-235,HCT116,35.7637965764,2
5435,GELDANAMYCIN,DINACICLIB,HCT116,4.6991543633,2
5437,GELDANAMYCIN,SORAFENIB,HCT116,2.1969862295,2
5438,GELDANAMYCIN,TOPOTECAN,HCT116,-1.1888912976,3
5439,GELDANAMYCIN,MK-8776,HCT116,30.2801290359,4
5440,GEMCITABINE,ABT-888,HCT116,-4.8908054922,0
5441,GEMCITABINE,BEZ-235,HCT116,-8.4303809056,0
5442,GEMCITABINE,GELDANAMYCIN,HCT116,-25.4680306958,0
5443,GEMCITABINE,LAPATINIB,HCT116,-8.6490586369,0
5444,GEMCITABINE,ERLOTINIB,HCT116,-3.2823955645,1
5445,GEMCITABINE,MK-2206,HCT116,0.7284515591,1
5446,GEMCITABINE,PD325901,HCT116,-2.9446046664,1
5447,GEMCITABINE,SORAFENIB,HCT116,-15.5685109108,1
5448,GEMCITABINE,DASATINIB,HCT116,8.7113268791,2
5449,GEMCITABINE,MK-8669,HCT116,-3.7288960485,2
5450,GEMCITABINE,SUNITINIB,HCT116,-12.392220458,2
5452,GEMCITABINE,MK-8776,HCT116,30.7143688768,2
5453,GEMCITABINE,DINACICLIB,HCT116,-19.9622645261,3
5454,GEMCITABINE,MK-4827,HCT116,-12.1563214372,3
5455,GEMCITABINE,AZD1775,HCT116,9.3695730229,3
5456,GEMCITABINE,BORTEZOMIB,HCT116,-9.5965342346,4
5457,GEMCITABINE,MK-5108,HCT116,1.1648188374,4
5458,L778123,BEZ-235,HCT116,31.5143997776,0
5459,L778123,ERLOTINIB,HCT116,7.1341654377,0
5460,L778123,GELDANAMYCIN,HCT116,23.558919388,0
5461,L778123,MK-2206,HCT116,11.4799331505,0
5462,L778123,MK-5108,HCT116,11.6354822221,0
5464,L778123,TOPOTECAN,HCT116,22.7534334623,0
5465,L778123,ABT-888,HCT116,0.2329285732,1
5466,L778123,PD325901,HCT116,27.1382030074,1
5467,L778123,ZOLINZA,HCT116,9.2212404691,1
5468,L778123,BORTEZOMIB,HCT116,-3.9865995955,2
5469,L778123,ETOPOSIDE,HCT116,-2.5129995503,2
5470,L778123,MK-8776,HCT116,5.4840745707,2
5472,L778123,SN-38,HCT116,-0.8317320901,2
5473,L778123,SUNITINIB,HCT116,17.1272514324,2
5474,L778123,DASATINIB,HCT116,15.0296163134,3
5475,L778123,DINACICLIB,HCT116,6.2587300367,3
5476,L778123,LAPATINIB,HCT116,1.627269231,3
5477,L778123,MK-4827,HCT116,7.5794190789,3
5478,L778123,VINORELBINE,HCT116,-5.4095950763,3
5479,L778123,MK-8669,HCT116,10.24308734905,3
5480,L778123,GEMCITABINE,HCT116,-3.1695697833,4
5481,L778123,SORAFENIB,HCT116,10.1846804777,4
5482,L778123,AZD1775,HCT116,15.285287310200001,4
5483,LAPATINIB,BORTEZOMIB,HCT116,13.1031837753,0
5484,LAPATINIB,MK-8776,HCT116,15.8663383817,0
5486,LAPATINIB,DASATINIB,HCT116,-31.3419992409,1
5487,LAPATINIB,PD325901,HCT116,1.0499042504,1
5488,LAPATINIB,TOPOTECAN,HCT116,-7.2256503887,1
5489,LAPATINIB,ABT-888,HCT116,-1.0958669844,2
5490,LAPATINIB,MK-8669,HCT116,19.760752767,2
5491,LAPATINIB,MK-2206,HCT116,19.87281862465,2
5492,LAPATINIB,DINACICLIB,HCT116,16.8412390636,3
5493,LAPATINIB,ERLOTINIB,HCT116,10.3083530866,3
5494,LAPATINIB,GELDANAMYCIN,HCT116,21.1635912984,3
5495,LAPATINIB,MK-4827,HCT116,21.5250255784,3
5496,LAPATINIB,SN-38,HCT116,32.2332570193,3
5497,LAPATINIB,SORAFENIB,HCT116,19.2761668285,3
5498,LAPATINIB,BEZ-235,HCT116,15.5044200952,4
5499,LAPATINIB,MK-5108,HCT116,10.5609620362,4
5500,METFORMIN,DASATINIB,HCT116,-31.910733374,0
5501,METFORMIN,ERLOTINIB,HCT116,-1.2547561256,0
5502,METFORMIN,L778123,HCT116,-4.4831895047,0
5503,METFORMIN,MK-8669,HCT116,3.4164766747,0
5504,METFORMIN,MK-8776,HCT116,-0.0099230362,0
5505,METFORMIN,AZD1775,HCT116,1.7117104655,1
5506,METFORMIN,PD325901,HCT116,-8.5464741457,1
5507,METFORMIN,SUNITINIB,HCT116,9.364537711,1
5508,METFORMIN,ABT-888,HCT116,-0.4550750862,2
5509,METFORMIN,MK-4827,HCT116,5.685305592,2
5510,METFORMIN,MK-5108,HCT116,-0.5171990825,2
5511,METFORMIN,BEZ-235,HCT116,9.3876293057,3
5512,METFORMIN,GELDANAMYCIN,HCT116,-0.5667342677,3
5513,METFORMIN,LAPATINIB,HCT116,5.3064103374,3
5514,METFORMIN,SORAFENIB,HCT116,9.915258776,3
5516,METFORMIN,BORTEZOMIB,HCT116,-3.2649200892,4
5517,METFORMIN,DINACICLIB,HCT116,-5.7714053249,4
5518,METFORMIN,MK-2206,HCT116,2.2197234195,4
5519,METFORMIN,ZOLINZA,HCT116,0.0779920963,4
5520,METHOTREXATE,AZD1775,HCT116,-20.0458299092,0
5521,METHOTREXATE,BEZ-235,HCT116,-41.0209682445,0
5522,METHOTREXATE,DINACICLIB,HCT116,-33.4204807951,0
5523,METHOTREXATE,GELDANAMYCIN,HCT116,-49.4281041321,0
5524,METHOTREXATE,LAPATINIB,HCT116,-21.0959640268,0
5525,METHOTREXATE,MK-4827,HCT116,-26.460211304,0
5526,METHOTREXATE,MK-5108,HCT116,-16.7084026017,0
5527,METHOTREXATE,MK-8669,HCT116,-25.5810092486,0
5528,METHOTREXATE,SUNITINIB,HCT116,-23.4337207406,0
5529,METHOTREXATE,ZOLINZA,HCT116,-33.7329870792,0
5530,METHOTREXATE,MK-2206,HCT116,-19.1665727964,1
5531,METHOTREXATE,MK-8776,HCT116,-22.7829942249,1
5532,METHOTREXATE,BORTEZOMIB,HCT116,-22.5307353011,2
5533,METHOTREXATE,ERLOTINIB,HCT116,-17.9098175615,2
5534,METHOTREXATE,L778123,HCT116,-16.0969528055,2
5535,METHOTREXATE,ABT-888,HCT116,-21.6518337256,3
5536,METHOTREXATE,SORAFENIB,HCT116,-17.0305318842,3
5538,METHOTREXATE,DASATINIB,HCT116,-35.3524442851,4
5539,METHOTREXATE,PD325901,HCT116,-28.2480787807,4
5560,MK-2206,TOPOTECAN,HCT116,32.5750322055,0
5561,MK-2206,SN-38,HCT116,21.8410325704,1
5562,MK-2206,ERLOTINIB,HCT116,22.49685918415,1
5563,MK-2206,BEZ-235,HCT116,47.0958537239,2
5564,MK-2206,MK-8669,HCT116,19.412050128849998,2
5565,MK-2206,GELDANAMYCIN,HCT116,24.2157359312,3
5566,MK-2206,ABT-888,HCT116,2.6035634984,4
5567,MK-2206,BORTEZOMIB,HCT116,7.8111769489,4
5568,MK-2206,DASATINIB,HCT116,41.3126176797,4
5569,MK-2206,DINACICLIB,HCT116,4.0059569039,4
5570,MK-2206,MK-8776,HCT116,1.6251759979,4
5572,MK-2206,PD325901,HCT116,38.162833188,4
5573,MK-2206,SORAFENIB,HCT116,30.0466965238,4
5611,MK-4827,BEZ-235,HCT116,13.6970751099,0
5612,MK-4827,DINACICLIB,HCT116,-8.4715509697,0
5614,MK-4827,BORTEZOMIB,HCT116,1.871605669,1
5615,MK-4827,MK-2206,HCT116,11.1831628196,1
5616,MK-4827,MK-8776,HCT116,17.1264859929,1
5617,MK-4827,DASATINIB,HCT116,-4.7255662714,2
5618,MK-4827,MK-8669,HCT116,2.3863252571,2
5619,MK-4827,SN-38,HCT116,30.37177161095,2
5620,MK-4827,GELDANAMYCIN,HCT116,5.9686142217,3
5621,MK-4827,PD325901,HCT116,4.7619162326,3
5622,MK-4827,SORAFENIB,HCT116,0.217857563,3
5623,MK-4827,ABT-888,HCT116,-2.9684798334,4
5624,MK-4827,ERLOTINIB,HCT116,1.2049970519,4
5625,MK-4827,TOPOTECAN,HCT116,30.3832569944,4
5626,MK-5108,MK-8776,HCT116,8.6720980913,0
5627,MK-5108,ABT-888,HCT116,12.8623303503,1
5628,MK-5108,BEZ-235,HCT116,29.7054700167,1
5629,MK-5108,DASATINIB,HCT116,20.9729414511,1
5630,MK-5108,ERLOTINIB,HCT116,15.4002206973,1
5631,MK-5108,GELDANAMYCIN,HCT116,4.8164993084,1
5632,MK-5108,SN-38,HCT116,0.6267502377,1
5633,MK-5108,SORAFENIB,HCT116,12.3959795235,1
5634,MK-5108,BORTEZOMIB,HCT116,-2.6350674867,2
5635,MK-5108,PD325901,HCT116,40.8787744343,2
5636,MK-5108,DINACICLIB,HCT116,-3.0044741121,3
5637,MK-5108,MK-2206,HCT116,19.872203839,3
5638,MK-5108,MK-4827,HCT116,12.6768685897,3
5639,MK-5108,MK-8669,HCT116,8.9989041539,3
5641,MK-5108,TOPOTECAN,HCT116,23.6906207904,3
5643,MK-8669,MK-8776,HCT116,-2.7966469247,2
5644,MK-8669,TOPOTECAN,HCT116,2.9442245854,2
5645,MK-8669,BEZ-235,HCT116,40.8803063028,3
5646,MK-8669,DINACICLIB,HCT116,-9.5544141792,3
5647,MK-8669,SN-38,HCT116,-3.9733358132,3
5648,MK-8669,GELDANAMYCIN,HCT116,7.4513908107,4
5649,MK-8669,SORAFENIB,HCT116,20.6351187212,4
5689,PACLITAXEL,ABT-888,HCT116,-9.2033015315,0
5690,PACLITAXEL,DASATINIB,HCT116,9.3999265631,0
5691,PACLITAXEL,L778123,HCT116,-6.8552893378,0
5692,PACLITAXEL,MK-8776,HCT116,-7.7950258502,0
5693,PACLITAXEL,SUNITINIB,HCT116,10.1971121469,0
5694,PACLITAXEL,LAPATINIB,HCT116,5.928606364,1
5695,PACLITAXEL,MK-5108,HCT116,19.724806422,1
5696,PACLITAXEL,GELDANAMYCIN,HCT116,-9.4987120984,2
5697,PACLITAXEL,MK-2206,HCT116,19.3815522942,2
5698,PACLITAXEL,MK-4827,HCT116,-18.0471112856,2
5699,PACLITAXEL,BEZ-235,HCT116,-6.1330824981,3
5701,PACLITAXEL,ZOLINZA,HCT116,-17.2497804615,3
5702,PACLITAXEL,AZD1775,HCT116,0.3648052748,4
5703,PACLITAXEL,BORTEZOMIB,HCT116,-18.2397136868,4
5704,PACLITAXEL,DINACICLIB,HCT116,-18.4163490981,4
5705,PACLITAXEL,ERLOTINIB,HCT116,-15.1419486118,4
5706,PACLITAXEL,MK-8669,HCT116,-14.1666775639,4
5707,PACLITAXEL,PD325901,HCT116,11.9213665928,4
5708,PACLITAXEL,SORAFENIB,HCT116,-0.1252417536,4
5709,PD325901,DINACICLIB,HCT116,-8.7549399299,0
5711,PD325901,SORAFENIB,HCT116,32.0424300732,0
5712,PD325901,MK-8669,HCT116,10.2191261105,1
5713,PD325901,ABT-888,HCT116,-1.6895546083,2
5714,PD325901,BEZ-235,HCT116,58.7774498614,2
5715,PD325901,GELDANAMYCIN,HCT116,19.8168271959,2
5716,PD325901,MK-8776,HCT116,0.6448079841,2
5717,PD325901,SN-38,HCT116,2.6804075938,2
5718,PD325901,TOPOTECAN,HCT116,18.6812594938,2
5719,PD325901,DASATINIB,HCT116,42.5461097026,3
5720,PD325901,BORTEZOMIB,HCT116,-5.0008415975,4
5721,SN-38,DINACICLIB,HCT116,-8.9745501578,0
5722,SN-38,MK-8776,HCT116,0.9497198916,0
5723,SN-38,SORAFENIB,HCT116,9.6976446857,2
5724,SORAFENIB,DINACICLIB,HCT116,-6.6707532888,1
5725,SORAFENIB,MK-8776,HCT116,10.6493467033,4
5726,SUNITINIB,DINACICLIB,HCT116,-1.6217115405,0
5727,SUNITINIB,MK-5108,HCT116,11.4341202287,0
5728,SUNITINIB,BEZ-235,HCT116,31.6157836588,1
5729,SUNITINIB,DASATINIB,HCT116,38.9382048008,1
5730,SUNITINIB,MK-4827,HCT116,1.8823384216,1
5731,SUNITINIB,SN-38,HCT116,7.0956575454,1
5732,SUNITINIB,AZD1775,HCT116,0.3681454106,2
5733,SUNITINIB,ERLOTINIB,HCT116,11.5583939246,2
5734,SUNITINIB,MK-8776,HCT116,19.2742265588,2
5736,SUNITINIB,TOPOTECAN,HCT116,-1.0899355831,2
5737,SUNITINIB,MK-2206,HCT116,28.55836725595,2
5738,SUNITINIB,GELDANAMYCIN,HCT116,23.7323886235,3
5739,SUNITINIB,LAPATINIB,HCT116,21.4198489354,3
5741,SUNITINIB,SORAFENIB,HCT116,2.1588403863,3
5742,SUNITINIB,ABT-888,HCT116,14.5745305505,4
5743,SUNITINIB,BORTEZOMIB,HCT116,-4.2615027441,4
5744,SUNITINIB,MK-8669,HCT116,21.9043843827,4
5745,SUNITINIB,PD325901,HCT116,33.4693908696,4
5765,TOPOTECAN,BEZ-235,HCT116,21.175567387,1
5766,TOPOTECAN,DINACICLIB,HCT116,3.2706103178,2
5767,TOPOTECAN,SORAFENIB,HCT116,0.3808113524,2
5768,TOPOTECAN,MK-8776,HCT116,12.2187678971,4
5769,VINBLASTINE,DASATINIB,HCT116,-44.903572026,0
5770,VINBLASTINE,DINACICLIB,HCT116,-27.3201518158,0
5771,VINBLASTINE,MK-2206,HCT116,-19.9160461988,0
5772,VINBLASTINE,MK-8669,HCT116,-19.2263447833,0
5773,VINBLASTINE,MK-8776,HCT116,-9.5191892169,0
5774,VINBLASTINE,AZD1775,HCT116,2.7153165357,1
5775,VINBLASTINE,BORTEZOMIB,HCT116,-13.9822226375,1
5776,VINBLASTINE,GELDANAMYCIN,HCT116,-16.399058051,1
5777,VINBLASTINE,SORAFENIB,HCT116,22.7000451145,1
5778,VINBLASTINE,ZOLINZA,HCT116,-13.3436681202,1
5779,VINBLASTINE,BEZ-235,HCT116,22.0134170143,2
5780,VINBLASTINE,L778123,HCT116,29.9927232414,2
5781,VINBLASTINE,MK-5108,HCT116,21.8439556884,2
5782,VINBLASTINE,SUNITINIB,HCT116,5.8231050234,2
5783,VINBLASTINE,ABT-888,HCT116,-16.5559558803,3
5784,VINBLASTINE,ERLOTINIB,HCT116,71.5088105236,3
5786,VINBLASTINE,LAPATINIB,HCT116,4.3813588793,4
5787,VINBLASTINE,MK-4827,HCT116,-9.1481598272,4
5788,VINBLASTINE,PD325901,HCT116,-0.5355722615,4
5789,VINORELBINE,MK-2206,HCT116,0.8277265355,0
5791,VINORELBINE,ERLOTINIB,HCT116,4.6933825995,1
5792,VINORELBINE,LAPATINIB,HCT116,-14.4118279854,1
5793,VINORELBINE,MK-8776,HCT116,-3.7738900052,1
5794,VINORELBINE,PD325901,HCT116,0.5190869963,1
5795,VINORELBINE,SORAFENIB,HCT116,-2.7952698088,1
5796,VINORELBINE,ZOLINZA,HCT116,-25.7013946202,1
5797,VINORELBINE,DASATINIB,HCT116,-23.8176407578,2
5798,VINORELBINE,DINACICLIB,HCT116,-25.1171345557,2
5799,VINORELBINE,GELDANAMYCIN,HCT116,-12.5397262203,2
5800,VINORELBINE,SUNITINIB,HCT116,0.6861242098,2
5801,VINORELBINE,ABT-888,HCT116,-10.4289177767,3
5802,VINORELBINE,BORTEZOMIB,HCT116,-23.6526330964,3
5803,VINORELBINE,MK-5108,HCT116,-10.2746479507,3
5804,VINORELBINE,MK-8669,HCT116,-24.4543676493,3
5805,VINORELBINE,AZD1775,HCT116,-2.020542738,4
5806,VINORELBINE,BEZ-235,HCT116,-5.6159522023,4
5807,VINORELBINE,MK-4827,HCT116,-27.4689186105,4
5808,ZOLINZA,DINACICLIB,HCT116,-42.0504422736,0
5809,ZOLINZA,MK-5108,HCT116,4.1402934886,0
5810,ZOLINZA,MK-8669,HCT116,6.115447791,0
5811,ZOLINZA,SN-38,HCT116,-5.8406542208,0
5812,ZOLINZA,SORAFENIB,HCT116,0.5750151341,0
5813,ZOLINZA,BEZ-235,HCT116,22.7263447194,1
5814,ZOLINZA,MK-4827,HCT116,-4.3282997802,1
5815,ZOLINZA,MK-8776,HCT116,5.9781628703,1
5816,ZOLINZA,ABT-888,HCT116,2.8144638983,2
5817,ZOLINZA,GELDANAMYCIN,HCT116,-15.9411558191,2
5818,ZOLINZA,GEMCITABINE,HCT116,-19.2498314377,2
5819,ZOLINZA,LAPATINIB,HCT116,10.7380727282,2
5820,ZOLINZA,PD325901,HCT116,9.9109307785,2
5822,ZOLINZA,TOPOTECAN,HCT116,-6.478407822,2
5823,ZOLINZA,DASATINIB,HCT116,1.914028342,3
5825,ZOLINZA,SUNITINIB,HCT116,5.0539656864,3
